# SMF observations as plotted in SAGE26 Paper I, Figure 12.
# Generated by build_paper_observations.py -- do not hand-edit.
label z log_mass log_phi err_lo err_hi
Weibel+24 6.0000 9.75000 -3.85000 0.21000 0.15000
Weibel+24 6.0000 10.25000 -4.44000 0.35000 0.20000
Weibel+24 6.0000 10.75000 -5.26000 0.00000 0.35000
Weibel+24 6.0000 11.25000 -5.38000 0.00000 0.42000
Weibel+24 6.0000 11.75000 -5.82000 0.00000 0.56000
Weibel+24 7.0000 8.25000 -2.40000 0.24000 0.15000
Weibel+24 7.0000 8.75000 -2.70000 0.20000 0.14000
Weibel+24 7.0000 9.25000 -3.35000 0.21000 0.14000
Weibel+24 7.0000 9.75000 -3.96000 0.33000 0.19000
Weibel+24 7.0000 10.25000 -4.35000 0.58000 0.25000
Weibel+24 7.0000 10.75000 -4.78000 0.00000 0.38000
Weibel+24 7.0000 11.25000 -5.38000 0.00000 0.43000
Weibel+24 7.0000 11.75000 -5.69000 0.00000 0.55000
Weibel+24 8.0000 8.75000 -3.00000 0.28000 0.18000
Weibel+24 8.0000 9.25000 -3.64000 0.33000 0.19000
Weibel+24 8.0000 9.75000 -4.09000 0.55000 0.24000
Weibel+24 8.0000 10.25000 -4.33000 1.39000 0.30000
Weibel+24 8.0000 10.75000 -4.78000 0.00000 0.45000
Weibel+24 8.0000 11.25000 -5.54000 0.00000 0.57000
Weibel+24 8.0000 11.75000 -5.66000 0.00000 0.56000
Weibel+24 9.0000 8.75000 -3.39000 0.64000 0.25000
Weibel+24 9.0000 9.25000 -3.81000 0.52000 0.24000
Weibel+24 9.0000 9.75000 -4.35000 1.54000 0.31000
Weibel+24 9.0000 10.25000 -4.79000 0.00000 0.40000
Weibel+24 9.0000 10.75000 -5.27000 0.00000 0.54000
Weibel+24 9.0000 11.25000 -5.61000 0.00000 0.64000
Weibel+24 9.0000 11.75000 -5.61000 0.00000 0.61000
Kikuchihara+20 6.0000 9.80000 -3.89279 0.36685 0.24497
Kikuchihara+20 6.0000 10.87000 -4.85387 0.00000 1.48226
Kikuchihara+20 6.0000 10.49000 -4.20831 0.58218 0.50256
Kikuchihara+20 6.0000 10.72000 -4.86967 0.35218 0.34823
Kikuchihara+20 6.0000 10.29000 -4.24949 0.37030 0.35500
Kikuchihara+20 7.0000 10.51000 -4.44370 1.55630 0.97133
Kikuchihara+20 7.0000 10.69000 -5.24413 0.00000 2.02408
Kikuchihara+20 7.0000 10.78000 -5.27572 0.54818 0.48791
Kikuchihara+20 7.0000 10.25000 -4.54975 0.47712 0.45175
Kikuchihara+20 8.0000 9.67000 -3.87943 1.27548 0.46826
Kikuchihara+20 8.0000 10.72000 -6.45593 0.84510 0.90464
Kikuchihara+20 8.0000 10.48000 -6.05061 0.77330 0.70286
Kikuchihara+20 9.0000 10.11000 -4.39794 0.00000 0.95424
Kikuchihara+20 9.0000 10.45000 -6.22185 0.00000 1.07918
Song+16 4.0000 7.25000 -1.62467 0.16000 0.21000
Song+16 4.0000 7.75000 -1.82467 0.14000 0.15000
Song+16 4.0000 8.25000 -2.05467 0.10000 0.13000
Song+16 4.0000 8.75000 -2.27467 0.09000 0.09000
Song+16 4.0000 9.25000 -2.57467 0.09000 0.09000
Song+16 4.0000 9.75000 -2.96467 0.05000 0.12000
Song+16 4.0000 10.25000 -3.42467 0.12000 0.09000
Song+16 4.0000 10.75000 -4.05467 0.25000 0.20000
Song+16 4.0000 11.25000 -4.59467 0.35000 0.34000
Song+16 5.0000 7.25000 -1.52467 0.21000 0.24000
Song+16 5.0000 7.75000 -1.77467 0.20000 0.20000
Song+16 5.0000 8.25000 -2.06467 0.16000 0.16000
Song+16 5.0000 8.75000 -2.38467 0.10000 0.15000
Song+16 5.0000 9.25000 -2.73467 0.14000 0.07000
Song+16 5.0000 9.75000 -3.17467 0.11000 0.09000
Song+16 5.0000 10.25000 -3.52467 0.14000 0.16000
Song+16 5.0000 10.75000 -4.17467 0.38000 0.25000
Song+16 5.0000 11.25000 -4.93467 0.61000 0.40000
Song+16 6.0000 7.25000 -1.52467 0.32000 0.35000
Song+16 6.0000 7.75000 -1.86467 0.28000 0.23000
Song+16 6.0000 8.25000 -2.31467 0.16000 0.21000
Song+16 6.0000 8.75000 -2.70467 0.15000 0.15000
Song+16 6.0000 9.25000 -3.19467 0.11000 0.12000
Song+16 6.0000 9.75000 -3.74467 0.13000 0.12000
Song+16 6.0000 10.25000 -4.32467 0.96000 0.38000
Song+16 7.0000 7.25000 -1.68467 0.54000 0.54000
Song+16 7.0000 7.75000 -2.12467 0.41000 0.45000
Song+16 7.0000 8.25000 -2.54467 0.32000 0.38000
Song+16 7.0000 8.75000 -3.01467 0.30000 0.32000
Song+16 7.0000 9.25000 -3.52467 0.35000 0.42000
Song+16 7.0000 9.75000 -4.16467 0.57000 0.41000
Song+16 7.0000 10.25000 -4.66467 0.82000 0.72000
Song+16 7.0000 10.75000 -5.29467 0.57000 0.90000
Song+16 8.0000 7.25000 -1.78467 0.84000 1.01000
Song+16 8.0000 7.75000 -2.33467 0.64000 0.84000
Song+16 8.0000 8.25000 -2.93467 0.57000 0.75000
Song+16 8.0000 8.75000 -3.50467 0.60000 0.57000
Song+16 8.0000 9.25000 -4.26467 0.78000 0.63000
Song+16 8.0000 9.75000 -5.36467 1.64000 1.01000
